index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,fixation,fixation_target,first_dot,movement,first
116,,,,491.0,4.0,4.0,"[""rect"",""triangle_1""]",rect,True,"[{""x"":1144,""y"":661,""t"":3},{""x"":1093,""y"":666,""t"":38},{""x"":1052,""y"":704,""t"":71},{""x"":999,""y"":707,""t"":106},{""x"":954,""y"":718,""t"":140},{""x"":940,""y"":689,""t"":173},{""x"":979,""y"":718,""t"":209},{""x"":981,""y"":695,""t"":242},{""x"":971,""y"":717,""t"":276},{""x"":956,""y"":697,""t"":310},{""x"":952,""y"":694,""t"":344},{""x"":912,""y"":706,""t"":378},{""x"":858,""y"":691,""t"":412},{""x"":796,""y"":704,""t"":446},{""x"":766,""y"":690,""t"":480}], [{""x"":720,""y"":679,""t"":3},{""x"":734,""y"":720,""t"":38},{""x"":741,""y"":742,""t"":71},{""x"":712,""y"":728,""t"":105},{""x"":733,""y"":748,""t"":139},{""x"":743,""y"":740,""t"":174},{""x"":752,""y"":764,""t"":209},{""x"":726,""y"":702,""t"":242},{""x"":705,""y"":697,""t"":276},{""x"":737,""y"":728,""t"":310},{""x"":731,""y"":719,""t"":344},{""x"":745,""y"":749,""t"":379},{""x"":732,""y"":757,""t"":412},{""x"":759,""y"":766,""t"":446},{""x"":725,""y"":710,""t"":479}], [{""x"":738,""y"":740,""t"":3},{""x"":750,""y"":749,""t"":38},{""x"":830,""y"":725,""t"":72},{""x"":903,""y"":742,""t"":106},{""x"":968,""y"":677,""t"":140},{""x"":1017,""y"":675,""t"":174},{""x"":1092,""y"":694,""t"":208},{""x"":1094,""y"":692,""t"":241},{""x"":1135,""y"":637,""t"":276},{""x"":1129,""y"":683,""t"":309},{""x"":1143,""y"":711,""t"":344},{""x"":1146,""y"":717,""t"":379},{""x"":1159,""y"":712,""t"":412},{""x"":1148,""y"":692,""t"":445},{""x"":1182,""y"":701,""t"":480}], [{""x"":1208,""y"":708,""t"":1},{""x"":1189,""y"":706,""t"":38},{""x"":1190,""y"":722,""t"":72},{""x"":1165,""y"":699,""t"":105},{""x"":1132,""y"":678,""t"":140},{""x"":1092,""y"":656,""t"":174},{""x"":1067,""y"":624,""t"":208},{""x"":1030,""y"":613,""t"":242},{""x"":1023,""y"":611,""t"":276},{""x"":1009,""y"":588,""t"":309},{""x"":983,""y"":583,""t"":344},{""x"":962,""y"":580,""t"":376},{""x"":903,""y"":635,""t"":412},{""x"":862,""y"":632,""t"":446},{""x"":838,""y"":675,""t"":479}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,single,"[{'rect': 8}, {'triangle_1': 13}]",{'rect': 8},triangle_1,,
117,,,,472.0,6.0,6.0,"[""triangle"",""ring_1""]",ring_1,True,"[{""x"":853,""y"":647,""t"":3},{""x"":864,""y"":688,""t"":38},{""x"":872,""y"":704,""t"":73},{""x"":892,""y"":699,""t"":106},{""x"":890,""y"":682,""t"":140},{""x"":924,""y"":717,""t"":174},{""x"":951,""y"":713,""t"":208},{""x"":958,""y"":717,""t"":241},{""x"":955,""y"":701,""t"":276},{""x"":965,""y"":689,""t"":311},{""x"":894,""y"":693,""t"":344},{""x"":852,""y"":666,""t"":378},{""x"":805,""y"":654,""t"":412},{""x"":752,""y"":645,""t"":446},{""x"":697,""y"":643,""t"":480}], [{""x"":669,""y"":635,""t"":3},{""x"":658,""y"":636,""t"":38},{""x"":695,""y"":684,""t"":72},{""x"":700,""y"":681,""t"":105},{""x"":694,""y"":677,""t"":140},{""x"":693,""y"":632,""t"":174},{""x"":683,""y"":639,""t"":208},{""x"":684,""y"":634,""t"":243},{""x"":707,""y"":651,""t"":276},{""x"":686,""y"":653,""t"":310},{""x"":697,""y"":670,""t"":344},{""x"":692,""y"":697,""t"":378},{""x"":697,""y"":684,""t"":411},{""x"":722,""y"":698,""t"":446},{""x"":714,""y"":672,""t"":479}], [{""x"":744,""y"":666,""t"":3},{""x"":852,""y"":652,""t"":37},{""x"":936,""y"":667,""t"":71},{""x"":1014,""y"":666,""t"":107},{""x"":1074,""y"":660,""t"":139},{""x"":1096,""y"":668,""t"":174},{""x"":1132,""y"":659,""t"":209},{""x"":1110,""y"":637,""t"":242},{""x"":1132,""y"":652,""t"":276},{""x"":1151,""y"":632,""t"":310},{""x"":1168,""y"":596,""t"":345},{""x"":1173,""y"":625,""t"":378},{""x"":1167,""y"":629,""t"":412},{""x"":1084,""y"":647,""t"":446},{""x"":1015,""y"":672,""t"":479}], [{""x"":944,""y"":695,""t"":3},{""x"":871,""y"":710,""t"":40},{""x"":827,""y"":667,""t"":71},{""x"":810,""y"":665,""t"":106},{""x"":742,""y"":634,""t"":141},{""x"":732,""y"":658,""t"":174},{""x"":701,""y"":682,""t"":205},{""x"":691,""y"":703,""t"":243},{""x"":693,""y"":731,""t"":276},{""x"":688,""y"":688,""t"":311},{""x"":655,""y"":649,""t"":343},{""x"":729,""y"":650,""t"":377},{""x"":816,""y"":681,""t"":411},{""x"":905,""y"":658,""t"":446},{""x"":980,""y"":690,""t"":480}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single,"[{'triangle': 25}, {'ring_1': 9}]",{'ring_1': 9},triangle,,
118,,,,452.0,4.0,4.0,"[""triangle_2"",""circle""]",triangle_2,True,"[{""x"":968,""y"":685,""t"":3},{""x"":1002,""y"":673,""t"":38},{""x"":1016,""y"":708,""t"":71},{""x"":991,""y"":644,""t"":105},{""x"":1025,""y"":677,""t"":140},{""x"":1034,""y"":667,""t"":174},{""x"":1040,""y"":679,""t"":208},{""x"":994,""y"":653,""t"":242},{""x"":975,""y"":607,""t"":276},{""x"":994,""y"":604,""t"":310},{""x"":958,""y"":603,""t"":343},{""x"":985,""y"":660,""t"":377},{""x"":960,""y"":643,""t"":412},{""x"":933,""y"":645,""t"":447},{""x"":889,""y"":628,""t"":479}], [{""x"":853,""y"":682,""t"":3},{""x"":784,""y"":664,""t"":38},{""x"":809,""y"":715,""t"":72},{""x"":757,""y"":725,""t"":106},{""x"":771,""y"":758,""t"":139},{""x"":727,""y"":737,""t"":174},{""x"":734,""y"":767,""t"":208},{""x"":683,""y"":742,""t"":241},{""x"":652,""y"":740,""t"":273},{""x"":688,""y"":739,""t"":309},{""x"":777,""y"":720,""t"":344},{""x"":861,""y"":738,""t"":378},{""x"":979,""y"":699,""t"":412},{""x"":1027,""y"":704,""t"":445},{""x"":1079,""y"":704,""t"":480}], [{""x"":1125,""y"":699,""t"":3},{""x"":1144,""y"":667,""t"":38},{""x"":1171,""y"":685,""t"":72},{""x"":1150,""y"":667,""t"":106},{""x"":1078,""y"":711,""t"":139},{""x"":958,""y"":694,""t"":174},{""x"":859,""y"":674,""t"":208},{""x"":801,""y"":689,""t"":242},{""x"":751,""y"":708,""t"":276},{""x"":674,""y"":678,""t"":310},{""x"":655,""y"":671,""t"":345},{""x"":623,""y"":696,""t"":379},{""x"":646,""y"":727,""t"":411},{""x"":714,""y"":681,""t"":446},{""x"":816,""y"":677,""t"":480}], [{""x"":895,""y"":679,""t"":3},{""x"":986,""y"":662,""t"":39},{""x"":1033,""y"":643,""t"":71},{""x"":1096,""y"":680,""t"":105},{""x"":1151,""y"":656,""t"":141},{""x"":1209,""y"":696,""t"":173},{""x"":1197,""y"":645,""t"":208},{""x"":1174,""y"":632,""t"":242},{""x"":1171,""y"":587,""t"":276},{""x"":1159,""y"":621,""t"":310},{""x"":1139,""y"":573,""t"":344},{""x"":1118,""y"":546,""t"":377},{""x"":1093,""y"":541,""t"":412},{""x"":1097,""y"":594,""t"":447},{""x"":1113,""y"":573,""t"":479}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,double,"[{'triangle_2': 14}, {'circle': 15}]",{'triangle_2': 14},circle,,
119,张昊,23.0,男,,,,,,,,,,,,,,,,,,
120,,,,442.0,4.0,4.0,"[""rect"",""triangle_2""]",rect,True,"[{""x"":293,""y"":472,""t"":3},{""x"":366,""y"":669,""t"":38},{""x"":513,""y"":672,""t"":72},{""x"":623,""y"":725,""t"":105},{""x"":718,""y"":715,""t"":140},{""x"":809,""y"":710,""t"":174},{""x"":850,""y"":681,""t"":208},{""x"":898,""y"":602,""t"":242},{""x"":962,""y"":534,""t"":275},{""x"":1020,""y"":536,""t"":310},{""x"":973,""y"":603,""t"":344},{""x"":877,""y"":710,""t"":378},{""x"":798,""y"":841,""t"":412},{""x"":670,""y"":864,""t"":446},{""x"":656,""y"":813,""t"":479}], [{""x"":697,""y"":806,""t"":3},{""x"":802,""y"":784,""t"":39},{""x"":898,""y"":788,""t"":71},{""x"":938,""y"":730,""t"":106},{""x"":989,""y"":686,""t"":140},{""x"":995,""y"":661,""t"":174},{""x"":1011,""y"":683,""t"":208},{""x"":1044,""y"":664,""t"":241},{""x"":1052,""y"":687,""t"":276},{""x"":1045,""y"":670,""t"":307},{""x"":1115,""y"":690,""t"":344},{""x"":1133,""y"":687,""t"":379},{""x"":1111,""y"":680,""t"":412},{""x"":1086,""y"":642,""t"":445},{""x"":1110,""y"":652,""t"":480}], [{""x"":1123,""y"":619,""t"":3},{""x"":1122,""y"":598,""t"":38},{""x"":1175,""y"":557,""t"":71},{""x"":1158,""y"":502,""t"":106},{""x"":1185,""y"":499,""t"":140},{""x"":1212,""y"":442,""t"":174},{""x"":1214,""y"":436,""t"":205},{""x"":1239,""y"":499,""t"":241},{""x"":1273,""y"":437,""t"":276},{""x"":1166,""y"":458,""t"":309},{""x"":1224,""y"":494,""t"":343},{""x"":1158,""y"":560,""t"":378},{""x"":1089,""y"":639,""t"":412},{""x"":956,""y"":736,""t"":446},{""x"":889,""y"":856,""t"":480}], [{""x"":775,""y"":906,""t"":3},{""x"":710,""y"":994,""t"":37},{""x"":599,""y"":1111,""t"":72},{""x"":558,""y"":1193,""t"":103},{""x"":586,""y"":1207,""t"":139},{""x"":620,""y"":1200,""t"":173},{""x"":747,""y"":1085,""t"":207},{""x"":806,""y"":917,""t"":242},{""x"":875,""y"":782,""t"":276},{""x"":897,""y"":707,""t"":310},{""x"":898,""y"":585,""t"":344},{""x"":896,""y"":507,""t"":378},{""x"":883,""y"":458,""t"":412},{""x"":867,""y"":441,""t"":445},{""x"":850,""y"":425,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double,"[{'rect': 0}, {'triangle_2': 18}]",{'rect': 0},triangle_2,,
121,,,,348.0,6.0,6.0,"[""triangle"",""ring_2""]",ring_2,True,"[{""x"":723,""y"":409,""t"":4},{""x"":632,""y"":422,""t"":39},{""x"":582,""y"":462,""t"":72},{""x"":568,""y"":490,""t"":106},{""x"":530,""y"":516,""t"":140},{""x"":492,""y"":565,""t"":174},{""x"":466,""y"":637,""t"":208},{""x"":444,""y"":673,""t"":241},{""x"":458,""y"":706,""t"":277},{""x"":500,""y"":718,""t"":308},{""x"":524,""y"":704,""t"":343},{""x"":497,""y"":712,""t"":378},{""x"":492,""y"":696,""t"":411},{""x"":523,""y"":689,""t"":446},{""x"":484,""y"":679,""t"":479}], [{""x"":519,""y"":640,""t"":3},{""x"":559,""y"":669,""t"":37},{""x"":573,""y"":628,""t"":72},{""x"":550,""y"":619,""t"":106},{""x"":576,""y"":598,""t"":140},{""x"":566,""y"":623,""t"":174},{""x"":598,""y"":551,""t"":207},{""x"":635,""y"":556,""t"":243},{""x"":684,""y"":545,""t"":276},{""x"":752,""y"":514,""t"":310},{""x"":787,""y"":542,""t"":344},{""x"":832,""y"":577,""t"":378},{""x"":833,""y"":704,""t"":411},{""x"":805,""y"":805,""t"":446},{""x"":758,""y"":961,""t"":480}], [{""x"":755,""y"":1005,""t"":3},{""x"":840,""y"":1019,""t"":38},{""x"":939,""y"":1040,""t"":72},{""x"":957,""y"":990,""t"":106},{""x"":1011,""y"":980,""t"":139},{""x"":1011,""y"":903,""t"":173},{""x"":999,""y"":811,""t"":207},{""x"":986,""y"":782,""t"":241},{""x"":1009,""y"":748,""t"":276},{""x"":988,""y"":745,""t"":309},{""x"":907,""y"":731,""t"":344},{""x"":871,""y"":728,""t"":377},{""x"":867,""y"":683,""t"":412},{""x"":810,""y"":583,""t"":446},{""x"":801,""y"":558,""t"":480}], [{""x"":873,""y"":478,""t"":3},{""x"":924,""y"":421,""t"":38},{""x"":932,""y"":386,""t"":71},{""x"":956,""y"":356,""t"":106},{""x"":971,""y"":339,""t"":140},{""x"":944,""y"":398,""t"":174},{""x"":956,""y"":436,""t"":208},{""x"":949,""y"":482,""t"":241},{""x"":942,""y"":483,""t"":275},{""x"":960,""y"":475,""t"":311},{""x"":979,""y"":452,""t"":342},{""x"":991,""y"":434,""t"":378},{""x"":1010,""y"":479,""t"":412},{""x"":1058,""y"":530,""t"":446},{""x"":1136,""y"":543,""t"":481}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,double,"[{'triangle': 14}, {'ring_2': 1}]",{'ring_2': 1},triangle,,
122,,,,365.0,6.0,6.0,"[""rect_2"",""circle""]",circle,True,"[{""x"":949,""y"":770,""t"":3},{""x"":815,""y"":867,""t"":38},{""x"":813,""y"":862,""t"":72},{""x"":868,""y"":802,""t"":106},{""x"":919,""y"":776,""t"":139},{""x"":969,""y"":716,""t"":174},{""x"":968,""y"":793,""t"":208},{""x"":978,""y"":779,""t"":239},{""x"":995,""y"":809,""t"":276},{""x"":976,""y"":771,""t"":310},{""x"":943,""y"":777,""t"":344},{""x"":984,""y"":721,""t"":378},{""x"":1023,""y"":721,""t"":411},{""x"":1024,""y"":702,""t"":446},{""x"":998,""y"":672,""t"":480}], [{""x"":957,""y"":657,""t"":3},{""x"":912,""y"":570,""t"":37},{""x"":893,""y"":532,""t"":72},{""x"":906,""y"":563,""t"":106},{""x"":898,""y"":538,""t"":137},{""x"":913,""y"":586,""t"":173},{""x"":960,""y"":657,""t"":207},{""x"":964,""y"":648,""t"":242},{""x"":1005,""y"":646,""t"":275},{""x"":1055,""y"":626,""t"":309},{""x"":1061,""y"":618,""t"":343},{""x"":1068,""y"":626,""t"":377},{""x"":1050,""y"":576,""t"":412},{""x"":1011,""y"":592,""t"":446},{""x"":962,""y"":576,""t"":479}], [{""x"":885,""y"":535,""t"":3},{""x"":863,""y"":558,""t"":36},{""x"":799,""y"":586,""t"":72},{""x"":785,""y"":604,""t"":106},{""x"":734,""y"":545,""t"":139},{""x"":705,""y"":550,""t"":173},{""x"":686,""y"":581,""t"":207},{""x"":673,""y"":566,""t"":242},{""x"":634,""y"":565,""t"":275},{""x"":615,""y"":627,""t"":310},{""x"":643,""y"":632,""t"":344},{""x"":703,""y"":603,""t"":378},{""x"":675,""y"":570,""t"":412},{""x"":699,""y"":513,""t"":446},{""x"":706,""y"":515,""t"":480}], [{""x"":707,""y"":514,""t"":3},{""x"":675,""y"":487,""t"":37},{""x"":667,""y"":569,""t"":71},{""x"":681,""y"":613,""t"":106},{""x"":713,""y"":680,""t"":140},{""x"":749,""y"":652,""t"":173},{""x"":715,""y"":613,""t"":207},{""x"":716,""y"":661,""t"":242},{""x"":692,""y"":565,""t"":276},{""x"":758,""y"":592,""t"":309},{""x"":873,""y"":622,""t"":344},{""x"":918,""y"":626,""t"":378},{""x"":939,""y"":718,""t"":411},{""x"":993,""y"":764,""t"":446},{""x"":987,""y"":826,""t"":484}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double,"[{'rect_2': 23}, {'circle': 4}]",{'circle': 4},rect_2,,
123,,,,406.0,6.0,6.0,"[""rect_1"",""circle""]",circle,True,"[{""x"":1010,""y"":672,""t"":4},{""x"":1023,""y"":627,""t"":37},{""x"":1038,""y"":554,""t"":72},{""x"":1097,""y"":471,""t"":106},{""x"":1080,""y"":416,""t"":140},{""x"":1081,""y"":353,""t"":174},{""x"":1111,""y"":367,""t"":206},{""x"":1070,""y"":404,""t"":241},{""x"":1073,""y"":500,""t"":275},{""x"":1012,""y"":521,""t"":309},{""x"":956,""y"":547,""t"":345},{""x"":927,""y"":572,""t"":377},{""x"":841,""y"":685,""t"":412},{""x"":766,""y"":769,""t"":445},{""x"":681,""y"":824,""t"":480}], [{""x"":656,""y"":817,""t"":3},{""x"":705,""y"":771,""t"":38},{""x"":725,""y"":785,""t"":72},{""x"":715,""y"":753,""t"":104},{""x"":752,""y"":716,""t"":139},{""x"":808,""y"":757,""t"":173},{""x"":829,""y"":778,""t"":208},{""x"":874,""y"":844,""t"":241},{""x"":933,""y"":832,""t"":276},{""x"":999,""y"":794,""t"":309},{""x"":985,""y"":772,""t"":344},{""x"":879,""y"":820,""t"":378},{""x"":710,""y"":881,""t"":411},{""x"":578,""y"":942,""t"":446},{""x"":593,""y"":869,""t"":480}], [{""x"":668,""y"":819,""t"":3},{""x"":714,""y"":738,""t"":37},{""x"":820,""y"":682,""t"":72},{""x"":840,""y"":676,""t"":105},{""x"":949,""y"":573,""t"":140},{""x"":1058,""y"":472,""t"":174},{""x"":1202,""y"":437,""t"":208},{""x"":1217,""y"":406,""t"":241},{""x"":1212,""y"":399,""t"":276},{""x"":930,""y"":604,""t"":310},{""x"":636,""y"":827,""t"":345},{""x"":427,""y"":948,""t"":378},{""x"":215,""y"":1169,""t"":411},{""x"":113,""y"":1223,""t"":445},{""x"":177,""y"":1140,""t"":479}], [{""x"":197,""y"":1095,""t"":3},{""x"":286,""y"":929,""t"":37},{""x"":505,""y"":814,""t"":71},{""x"":622,""y"":762,""t"":107},{""x"":733,""y"":742,""t"":140},{""x"":771,""y"":685,""t"":174},{""x"":762,""y"":716,""t"":208},{""x"":876,""y"":597,""t"":243},{""x"":930,""y"":559,""t"":277},{""x"":884,""y"":538,""t"":310},{""x"":777,""y"":561,""t"":344},{""x"":752,""y"":618,""t"":378},{""x"":790,""y"":649,""t"":412},{""x"":889,""y"":580,""t"":447},{""x"":915,""y"":605,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,single,"[{'rect_1': 7}, {'circle': 3}]",{'circle': 3},rect_1,,
124,,,,414.0,4.0,4.0,"[""triangle"",""rect_1""]",triangle,True,"[{""x"":1050,""y"":626,""t"":3},{""x"":1072,""y"":525,""t"":38},{""x"":1056,""y"":445,""t"":72},{""x"":1022,""y"":499,""t"":106},{""x"":958,""y"":502,""t"":139},{""x"":880,""y"":581,""t"":175},{""x"":781,""y"":654,""t"":208},{""x"":648,""y"":555,""t"":241},{""x"":610,""y"":547,""t"":276},{""x"":558,""y"":522,""t"":310},{""x"":403,""y"":495,""t"":344},{""x"":316,""y"":381,""t"":378},{""x"":292,""y"":319,""t"":412},{""x"":241,""y"":262,""t"":446},{""x"":131,""y"":222,""t"":480}], [{""x"":57,""y"":167,""t"":3},{""x"":87,""y"":168,""t"":38},{""x"":130,""y"":175,""t"":72},{""x"":105,""y"":171,""t"":106},{""x"":75,""y"":186,""t"":140},{""x"":126,""y"":187,""t"":174},{""x"":174,""y"":285,""t"":208},{""x"":211,""y"":340,""t"":241},{""x"":249,""y"":288,""t"":275},{""x"":316,""y"":305,""t"":310},{""x"":359,""y"":337,""t"":343},{""x"":331,""y"":299,""t"":378},{""x"":367,""y"":237,""t"":411},{""x"":499,""y"":312,""t"":446},{""x"":505,""y"":364,""t"":480}], [{""x"":551,""y"":320,""t"":3},{""x"":576,""y"":363,""t"":38},{""x"":538,""y"":385,""t"":72},{""x"":475,""y"":390,""t"":106},{""x"":472,""y"":395,""t"":140},{""x"":484,""y"":406,""t"":173},{""x"":472,""y"":399,""t"":209},{""x"":503,""y"":424,""t"":242},{""x"":491,""y"":502,""t"":276},{""x"":467,""y"":575,""t"":310},{""x"":463,""y"":575,""t"":344},{""x"":489,""y"":602,""t"":378},{""x"":517,""y"":649,""t"":412},{""x"":549,""y"":601,""t"":446},{""x"":519,""y"":556,""t"":480}], [{""x"":486,""y"":549,""t"":3},{""x"":436,""y"":533,""t"":38},{""x"":406,""y"":543,""t"":71},{""x"":368,""y"":500,""t"":106},{""x"":314,""y"":535,""t"":139},{""x"":302,""y"":551,""t"":173},{""x"":289,""y"":560,""t"":207},{""x"":355,""y"":551,""t"":241},{""x"":417,""y"":565,""t"":276},{""x"":511,""y"":542,""t"":309},{""x"":548,""y"":580,""t"":344},{""x"":583,""y"":693,""t"":378},{""x"":663,""y"":717,""t"":412},{""x"":741,""y"":793,""t"":446},{""x"":797,""y"":827,""t"":479}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,single,"[{'triangle': 22}, {'rect_1': 0}]",{'triangle': 22},triangle,,
125,,,,401.0,4.0,4.0,"[""rect_1"",""triangle""]",rect_1,True,"[{""x"":783,""y"":778,""t"":4},{""x"":772,""y"":744,""t"":38},{""x"":752,""y"":675,""t"":72},{""x"":721,""y"":650,""t"":106},{""x"":702,""y"":633,""t"":140},{""x"":674,""y"":584,""t"":174},{""x"":637,""y"":559,""t"":207},{""x"":600,""y"":529,""t"":241},{""x"":582,""y"":561,""t"":276},{""x"":565,""y"":558,""t"":311},{""x"":617,""y"":614,""t"":344},{""x"":608,""y"":753,""t"":378},{""x"":533,""y"":929,""t"":411},{""x"":429,""y"":1057,""t"":447},{""x"":391,""y"":1123,""t"":480}], [{""x"":406,""y"":1155,""t"":3},{""x"":498,""y"":1112,""t"":38},{""x"":602,""y"":1030,""t"":72},{""x"":625,""y"":963,""t"":105},{""x"":650,""y"":863,""t"":140},{""x"":621,""y"":725,""t"":175},{""x"":590,""y"":662,""t"":209},{""x"":586,""y"":586,""t"":242},{""x"":599,""y"":561,""t"":276},{""x"":568,""y"":503,""t"":310},{""x"":541,""y"":458,""t"":342},{""x"":542,""y"":471,""t"":378},{""x"":552,""y"":455,""t"":412},{""x"":570,""y"":474,""t"":446},{""x"":632,""y"":466,""t"":481}], [{""x"":685,""y"":461,""t"":1},{""x"":685,""y"":463,""t"":38},{""x"":693,""y"":492,""t"":73},{""x"":726,""y"":550,""t"":106},{""x"":734,""y"":512,""t"":140},{""x"":723,""y"":539,""t"":173},{""x"":788,""y"":604,""t"":205},{""x"":796,""y"":575,""t"":242},{""x"":762,""y"":524,""t"":276},{""x"":740,""y"":467,""t"":311},{""x"":738,""y"":460,""t"":344},{""x"":710,""y"":486,""t"":379},{""x"":683,""y"":525,""t"":412},{""x"":672,""y"":560,""t"":446},{""x"":635,""y"":567,""t"":480}], [{""x"":614,""y"":559,""t"":3},{""x"":573,""y"":535,""t"":38},{""x"":537,""y"":539,""t"":72},{""x"":521,""y"":549,""t"":104},{""x"":500,""y"":562,""t"":140},{""x"":505,""y"":584,""t"":175},{""x"":512,""y"":619,""t"":207},{""x"":531,""y"":643,""t"":242},{""x"":546,""y"":585,""t"":276},{""x"":602,""y"":610,""t"":314},{""x"":647,""y"":626,""t"":345},{""x"":698,""y"":647,""t"":378},{""x"":727,""y"":626,""t"":412},{""x"":743,""y"":602,""t"":446},{""x"":757,""y"":545,""t"":479}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single,"[{'rect_1': 40}, {'triangle': 0}]",{'rect_1': 40},rect_1,,
