success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,ans,ISI,type,size,webgazer_data,webgazer_targets,response_target,response_answer,correct,webgazer_targets_data
,canvas-keyboard-response,50,84738,0.0-6.0-2.0-2.12,,,,,467,8,,"[""red"",""yellow"",""green"",""purple""]",,,,,,,,,,,,"[{""x"":1075,""y"":761,""t"":4},{""x"":1103,""y"":701,""t"":39},{""x"":1124,""y"":659,""t"":73},{""x"":1142,""y"":624,""t"":107},{""x"":1143,""y"":598,""t"":140},{""x"":1151,""y"":572,""t"":173},{""x"":1164,""y"":559,""t"":207},{""x"":1193,""y"":523,""t"":242},{""x"":1205,""y"":490,""t"":276},{""x"":1214,""y"":466,""t"":309},{""x"":1227,""y"":495,""t"":344},{""x"":1206,""y"":452,""t"":378},{""x"":1203,""y"":461,""t"":412},{""x"":1175,""y"":396,""t"":445}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow_1,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,51,85748,0.0-6.0-2.0-0.13,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,52,85855,0.0-6.0-2.0-1.13,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,53,87462,0.0-6.0-2.0-2.13,,,,,599,5,,"[""red"",""blue"",""purple"",""green""]",,,,,,,,,,,,"[{""x"":1167,""y"":441,""t"":5},{""x"":1166,""y"":490,""t"":42},{""x"":1122,""y"":534,""t"":72},{""x"":1141,""y"":549,""t"":107},{""x"":1088,""y"":586,""t"":140},{""x"":1082,""y"":589,""t"":174},{""x"":1050,""y"":577,""t"":209},{""x"":1071,""y"":574,""t"":241},{""x"":1082,""y"":578,""t"":276},{""x"":1098,""y"":562,""t"":310},{""x"":1113,""y"":555,""t"":344},{""x"":1130,""y"":593,""t"":378},{""x"":1128,""y"":655,""t"":413},{""x"":1133,""y"":697,""t"":446},{""x"":1114,""y"":739,""t"":481},{""x"":1064,""y"":755,""t"":514},{""x"":1061,""y"":766,""t"":548}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow_1,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,54,88470,0.0-6.0-2.0-0.14,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,55,88577,0.0-6.0-2.0-1.14,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,56,90174,0.0-6.0-2.0-2.14,,,,,590,6,,"[""purple"",""red"",""blue"",""green""]",,,,,,,,,,,,"[{""x"":1044,""y"":744,""t"":4},{""x"":1078,""y"":708,""t"":46},{""x"":1134,""y"":683,""t"":77},{""x"":1159,""y"":617,""t"":107},{""x"":1164,""y"":581,""t"":140},{""x"":1177,""y"":548,""t"":174},{""x"":1188,""y"":546,""t"":209},{""x"":1189,""y"":524,""t"":241},{""x"":1183,""y"":540,""t"":276},{""x"":1177,""y"":546,""t"":310},{""x"":1233,""y"":550,""t"":344},{""x"":1258,""y"":550,""t"":376},{""x"":1282,""y"":547,""t"":412},{""x"":1314,""y"":594,""t"":445},{""x"":1364,""y"":620,""t"":480},{""x"":1357,""y"":618,""t"":514},{""x"":1381,""y"":637,""t"":548}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,57,91183,0.0-6.0-2.0-0.15,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,58,91289,0.0-6.0-2.0-1.15,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,59,92909,0.0-6.0-2.0-2.15,,,,,612,8,,"[""green"",""purple"",""red"",""yellow""]",,,,,,,,,,,,"[{""x"":1318,""y"":636,""t"":5},{""x"":1252,""y"":644,""t"":47},{""x"":1220,""y"":660,""t"":75},{""x"":1172,""y"":656,""t"":106},{""x"":1140,""y"":665,""t"":141},{""x"":1098,""y"":684,""t"":177},{""x"":1053,""y"":699,""t"":208},{""x"":1068,""y"":686,""t"":242},{""x"":1063,""y"":683,""t"":276},{""x"":1083,""y"":668,""t"":311},{""x"":1073,""y"":671,""t"":344},{""x"":1097,""y"":592,""t"":378},{""x"":1077,""y"":513,""t"":412},{""x"":1101,""y"":452,""t"":446},{""x"":1130,""y"":416,""t"":480},{""x"":1143,""y"":398,""t"":515},{""x"":1140,""y"":351,""t"":547},{""x"":1146,""y"":355,""t"":582}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple_1,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,60,93918,0.0-6.0-2.0-0.16,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,61,94025,0.0-6.0-2.0-1.16,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,62,95541,0.0-6.0-2.0-2.16,,,,,507,4,,"[""red"",""yellow"",""blue"",""purple""]",,,,,,,,,,,,"[{""x"":1127,""y"":381,""t"":5},{""x"":1144,""y"":432,""t"":43},{""x"":1142,""y"":465,""t"":74},{""x"":1187,""y"":464,""t"":107},{""x"":1194,""y"":458,""t"":140},{""x"":1202,""y"":463,""t"":175},{""x"":1190,""y"":468,""t"":208},{""x"":1196,""y"":490,""t"":242},{""x"":1167,""y"":480,""t"":276},{""x"":1166,""y"":494,""t"":310},{""x"":1177,""y"":507,""t"":344},{""x"":1161,""y"":549,""t"":378},{""x"":1121,""y"":556,""t"":411},{""x"":1083,""y"":540,""t"":445},{""x"":1037,""y"":534,""t"":480}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red_1,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,63,96550,0.0-6.0-2.0-0.17,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,64,96658,0.0-6.0-2.0-1.17,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,65,98157,0.0-6.0-2.0-2.17,,,,,492,4,,"[""purple"",""red"",""green"",""blue""]",,,,,,,,,,,,"[{""x"":1055,""y"":571,""t"":4},{""x"":1056,""y"":561,""t"":40},{""x"":1073,""y"":561,""t"":73},{""x"":1080,""y"":563,""t"":106},{""x"":1051,""y"":564,""t"":140},{""x"":1050,""y"":567,""t"":174},{""x"":1037,""y"":538,""t"":209},{""x"":1062,""y"":545,""t"":242},{""x"":1083,""y"":565,""t"":276},{""x"":1069,""y"":568,""t"":311},{""x"":1078,""y"":557,""t"":345},{""x"":1097,""y"":569,""t"":377},{""x"":1048,""y"":607,""t"":412},{""x"":1071,""y"":611,""t"":446}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,66,99164,0.0-6.0-2.0-0.18,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,67,99272,0.0-6.0-2.0-1.18,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,68,100837,0.0-6.0-2.0-2.18,,,,,558,4,,"[""blue"",""red"",""green"",""yellow""]",,,,,,,,,,,,"[{""x"":1118,""y"":603,""t"":5},{""x"":1159,""y"":605,""t"":48},{""x"":1186,""y"":596,""t"":79},{""x"":1191,""y"":575,""t"":106},{""x"":1213,""y"":577,""t"":140},{""x"":1213,""y"":571,""t"":174},{""x"":1218,""y"":594,""t"":209},{""x"":1205,""y"":590,""t"":242},{""x"":1214,""y"":578,""t"":276},{""x"":1212,""y"":582,""t"":310},{""x"":1139,""y"":607,""t"":344},{""x"":1095,""y"":634,""t"":375},{""x"":1079,""y"":660,""t"":412},{""x"":1056,""y"":681,""t"":446},{""x"":1044,""y"":706,""t"":480},{""x"":1024,""y"":698,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,69,101845,0.0-6.0-2.0-0.19,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,70,101953,0.0-6.0-2.0-1.19,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,71,103685,0.0-6.0-2.0-2.19,,,,,724,2,,"[""red"",""green"",""yellow"",""blue""]",,,,,,,,,,,,"[{""x"":1051,""y"":682,""t"":5},{""x"":1076,""y"":636,""t"":39},{""x"":1096,""y"":641,""t"":73},{""x"":1113,""y"":645,""t"":103},{""x"":1117,""y"":587,""t"":140},{""x"":1118,""y"":581,""t"":175},{""x"":1134,""y"":588,""t"":208},{""x"":1149,""y"":626,""t"":242},{""x"":1140,""y"":640,""t"":276},{""x"":1130,""y"":600,""t"":310},{""x"":1148,""y"":616,""t"":344},{""x"":1140,""y"":594,""t"":378},{""x"":1108,""y"":651,""t"":411},{""x"":1104,""y"":724,""t"":445},{""x"":1071,""y"":768,""t"":481},{""x"":1064,""y"":793,""t"":514},{""x"":1062,""y"":818,""t"":548},{""x"":1083,""y"":845,""t"":582},{""x"":1080,""y"":853,""t"":616},{""x"":1076,""y"":838,""t"":650},{""x"":1099,""y"":840,""t"":684}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",blue_1,2,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,72,104694,0.0-6.0-2.0-0.20,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,73,104802,0.0-6.0-2.0-1.20,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,74,106245,0.0-6.0-2.0-2.20,,,,,436,6,,"[""purple"",""blue"",""green"",""yellow""]",,,,,,,,,,,,"[{""x"":1132,""y"":807,""t"":5},{""x"":1133,""y"":750,""t"":43},{""x"":1152,""y"":669,""t"":73},{""x"":1177,""y"":618,""t"":106},{""x"":1164,""y"":578,""t"":140},{""x"":1170,""y"":553,""t"":174},{""x"":1147,""y"":539,""t"":208},{""x"":1159,""y"":519,""t"":242},{""x"":1155,""y"":500,""t"":276},{""x"":1177,""y"":474,""t"":311},{""x"":1199,""y"":457,""t"":345},{""x"":1177,""y"":468,""t"":378},{""x"":1260,""y"":477,""t"":412}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,75,107253,0.0-6.0-2.0-0.21,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,76,107360,0.0-6.0-2.0-1.21,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,77,108941,0.0-6.0-2.0-2.21,,,,,572,8,,"[""red"",""yellow"",""green"",""blue""]",,,,,,,,,,,,"[{""x"":1264,""y"":525,""t"":4},{""x"":1254,""y"":581,""t"":39},{""x"":1230,""y"":574,""t"":73},{""x"":1207,""y"":614,""t"":107},{""x"":1190,""y"":606,""t"":140},{""x"":1175,""y"":644,""t"":174},{""x"":1146,""y"":639,""t"":209},{""x"":1121,""y"":653,""t"":243},{""x"":1133,""y"":688,""t"":276},{""x"":1147,""y"":705,""t"":310},{""x"":1142,""y"":687,""t"":344},{""x"":1145,""y"":623,""t"":377},{""x"":1147,""y"":613,""t"":411},{""x"":1195,""y"":544,""t"":446},{""x"":1230,""y"":483,""t"":479},{""x"":1220,""y"":450,""t"":513},{""x"":1221,""y"":395,""t"":547}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow,8,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,78,109950,0.0-6.0-2.0-0.22,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,79,110057,0.0-6.0-2.0-1.22,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,80,111549,0.0-6.0-2.0-2.22,,,,,485,6,,"[""purple"",""red"",""green"",""yellow""]",,,,,,,,,,,,"[{""x"":1196,""y"":398,""t"":5},{""x"":1192,""y"":449,""t"":44},{""x"":1180,""y"":473,""t"":77},{""x"":1188,""y"":534,""t"":106},{""x"":1181,""y"":577,""t"":140},{""x"":1159,""y"":593,""t"":174},{""x"":1181,""y"":598,""t"":208},{""x"":1162,""y"":620,""t"":242},{""x"":1189,""y"":639,""t"":276},{""x"":1184,""y"":641,""t"":311},{""x"":1199,""y"":611,""t"":344},{""x"":1240,""y"":572,""t"":377},{""x"":1280,""y"":574,""t"":412},{""x"":1317,""y"":566,""t"":447}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",green_1,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
