success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,ans,ISI,type,size,webgazer_data,webgazer_targets,response_target,response_answer,correct,webgazer_targets_data
,canvas-keyboard-response,144,170342,0.0-6.0-2.0-2.43,,,,,539,6,,"[""purple"",""green"",""red"",""yellow""]",,,,,,,,,,,,"[{""x"":1123,""y"":456,""t"":4},{""x"":1157,""y"":410,""t"":40},{""x"":1206,""y"":387,""t"":73},{""x"":1237,""y"":358,""t"":106},{""x"":1276,""y"":341,""t"":140},{""x"":1257,""y"":318,""t"":175},{""x"":1262,""y"":314,""t"":208},{""x"":1286,""y"":306,""t"":242},{""x"":1277,""y"":307,""t"":276},{""x"":1289,""y"":329,""t"":310},{""x"":1295,""y"":349,""t"":344},{""x"":1308,""y"":365,""t"":379},{""x"":1323,""y"":363,""t"":412},{""x"":1323,""y"":371,""t"":446},{""x"":1310,""y"":365,""t"":481},{""x"":1317,""y"":398,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red_1,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,145,171351,0.0-6.0-2.0-0.44,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,146,171458,0.0-6.0-2.0-1.44,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,147,173029,0.0-6.0-2.0-2.44,,,,,564,5,,"[""blue"",""red"",""green"",""purple""]",,,,,,,,,,,,"[{""x"":1377,""y"":424,""t"":5},{""x"":1420,""y"":450,""t"":47},{""x"":1456,""y"":465,""t"":79},{""x"":1489,""y"":499,""t"":111},{""x"":1522,""y"":500,""t"":140},{""x"":1536,""y"":523,""t"":175},{""x"":1520,""y"":541,""t"":208},{""x"":1550,""y"":534,""t"":243},{""x"":1528,""y"":521,""t"":276},{""x"":1508,""y"":547,""t"":310},{""x"":1509,""y"":535,""t"":344},{""x"":1507,""y"":537,""t"":378},{""x"":1516,""y"":521,""t"":412},{""x"":1518,""y"":512,""t"":446},{""x"":1537,""y"":525,""t"":480},{""x"":1534,""y"":520,""t"":514}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow_1,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,148,174039,0.0-6.0-2.0-0.45,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,149,174146,0.0-6.0-2.0-1.45,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,150,175934,0.0-6.0-2.0-2.45,,,,,779,5,,"[""red"",""yellow"",""green"",""blue""]",,,,,,,,,,,,"[{""x"":1528,""y"":546,""t"":5},{""x"":1523,""y"":529,""t"":41},{""x"":1505,""y"":512,""t"":72},{""x"":1500,""y"":503,""t"":106},{""x"":1498,""y"":502,""t"":140},{""x"":1500,""y"":477,""t"":173},{""x"":1492,""y"":465,""t"":208},{""x"":1482,""y"":470,""t"":243},{""x"":1482,""y"":483,""t"":275},{""x"":1473,""y"":476,""t"":310},{""x"":1475,""y"":459,""t"":344},{""x"":1482,""y"":450,""t"":377},{""x"":1503,""y"":450,""t"":411},{""x"":1509,""y"":465,""t"":446},{""x"":1533,""y"":470,""t"":480},{""x"":1530,""y"":469,""t"":514},{""x"":1509,""y"":483,""t"":548},{""x"":1480,""y"":476,""t"":582},{""x"":1475,""y"":459,""t"":616},{""x"":1508,""y"":471,""t"":649},{""x"":1510,""y"":476,""t"":685},{""x"":1509,""y"":469,""t"":718},{""x"":1532,""y"":478,""t"":751}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple,5,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,151,176943,0.0-6.0-2.0-0.46,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,152,177051,0.0-6.0-2.0-1.46,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,153,178733,0.0-6.0-2.0-2.46,,,,,674,4,,"[""purple"",""blue"",""yellow"",""red""]",,,,,,,,,,,,"[{""x"":1423,""y"":461,""t"":5},{""x"":1374,""y"":458,""t"":48},{""x"":1363,""y"":446,""t"":78},{""x"":1314,""y"":460,""t"":108},{""x"":1284,""y"":450,""t"":140},{""x"":1280,""y"":472,""t"":173},{""x"":1235,""y"":475,""t"":209},{""x"":1228,""y"":536,""t"":242},{""x"":1239,""y"":573,""t"":276},{""x"":1261,""y"":600,""t"":310},{""x"":1260,""y"":624,""t"":344},{""x"":1294,""y"":646,""t"":378},{""x"":1312,""y"":641,""t"":412},{""x"":1304,""y"":648,""t"":446},{""x"":1231,""y"":647,""t"":481},{""x"":1117,""y"":627,""t"":514},{""x"":1039,""y"":617,""t"":549},{""x"":975,""y"":600,""t"":582},{""x"":926,""y"":606,""t"":616},{""x"":856,""y"":589,""t"":651}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",purple_1,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,154,179743,0.0-6.0-2.0-0.47,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,155,179851,0.0-6.0-2.0-1.47,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,156,181498,0.0-6.0-2.0-2.47,,,,,640,6,,"[""green"",""purple"",""yellow"",""red""]",,,,,,,,,,,,"[{""x"":909,""y"":590,""t"":5},{""x"":957,""y"":570,""t"":46},{""x"":997,""y"":549,""t"":76},{""x"":1043,""y"":533,""t"":106},{""x"":1063,""y"":513,""t"":141},{""x"":1087,""y"":463,""t"":175},{""x"":1107,""y"":458,""t"":208},{""x"":1148,""y"":484,""t"":240},{""x"":1160,""y"":458,""t"":276},{""x"":1183,""y"":469,""t"":311},{""x"":1246,""y"":493,""t"":344},{""x"":1313,""y"":531,""t"":378},{""x"":1341,""y"":541,""t"":411},{""x"":1398,""y"":562,""t"":446},{""x"":1398,""y"":563,""t"":480},{""x"":1429,""y"":559,""t"":514},{""x"":1441,""y"":556,""t"":549},{""x"":1441,""y"":528,""t"":582},{""x"":1462,""y"":549,""t"":616}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,157,182508,0.0-6.0-2.0-0.48,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,158,182616,0.0-6.0-2.0-1.48,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,159,184046,0.0-6.0-2.0-2.48,,,,,422,4,,"[""red"",""blue"",""purple"",""green""]",,,,,,,,,,,,"[{""x"":1420,""y"":538,""t"":5},{""x"":1361,""y"":532,""t"":45},{""x"":1286,""y"":539,""t"":75},{""x"":1259,""y"":537,""t"":106},{""x"":1232,""y"":508,""t"":140},{""x"":1219,""y"":492,""t"":174},{""x"":1219,""y"":501,""t"":208},{""x"":1174,""y"":477,""t"":240},{""x"":1149,""y"":468,""t"":275},{""x"":1157,""y"":495,""t"":310},{""x"":1043,""y"":494,""t"":344},{""x"":1002,""y"":511,""t"":378}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",red,4,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
,canvas-keyboard-response,160,185054,0.0-6.0-2.0-0.49,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,161,185161,0.0-6.0-2.0-1.49,,,,,null,null,,,,,,,,,recognition,"[""5"",""5"",""5"",""8"",""5"",""8"",""2"",""5"",""8"",""4"",""4"",""2"",""8"",""5"",""6"",""8"",""4"",""4"",""4"",""2"",""6"",""8"",""6"",""2"",""6"",""2"",""4"",""5"",""6"",""2"",""8"",""4"",""6"",""2"",""2"",""6"",""2"",""8"",""5"",""4"",""8"",""2"",""8"",""6"",""5"",""5"",""4"",""6"",""4"",""6""]",1000,color,4,,,,,,
,canvas-keyboard-response,162,186725,0.0-6.0-2.0-2.49,,,,,554,6,,"[""blue"",""red"",""yellow"",""purple""]",,,,,,,,,,,,"[{""x"":1002,""y"":589,""t"":8},{""x"":1000,""y"":632,""t"":40},{""x"":1044,""y"":619,""t"":72},{""x"":1082,""y"":655,""t"":106},{""x"":1125,""y"":658,""t"":140},{""x"":1123,""y"":628,""t"":173},{""x"":1088,""y"":637,""t"":209},{""x"":1093,""y"":604,""t"":242},{""x"":1104,""y"":597,""t"":277},{""x"":1127,""y"":564,""t"":310},{""x"":1212,""y"":570,""t"":343},{""x"":1302,""y"":561,""t"":378},{""x"":1356,""y"":526,""t"":412},{""x"":1415,""y"":505,""t"":446},{""x"":1458,""y"":506,""t"":479},{""x"":1488,""y"":487,""t"":515}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",yellow_1,6,TRUE,"[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
TRUE,fullscreen,163,187227,0.0-7.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,164,189094,0.0-8.0,,,,,1866,0,,"
         <p>实验结束!</p>
         <p>点击下载数据。</p>
",,,,,,,,,,,,,,,,,
