name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,T
,,,750,8,8.0,"[""hexagram"",""ring_2"",""star"",""triangle""]",ring_2,True,"[{""x"":811,""y"":471,""t"":4},{""x"":797,""y"":507,""t"":38},{""x"":815,""y"":512,""t"":77},{""x"":827,""y"":519,""t"":103},{""x"":834,""y"":501,""t"":139},{""x"":851,""y"":516,""t"":189},{""x"":831,""y"":544,""t"":208},{""x"":826,""y"":540,""t"":250},{""x"":831,""y"":565,""t"":276},{""x"":829,""y"":607,""t"":317},{""x"":825,""y"":621,""t"":345},{""x"":838,""y"":640,""t"":378},{""x"":814,""y"":665,""t"":423},{""x"":817,""y"":659,""t"":451},{""x"":821,""y"":663,""t"":479}], [{""x"":815,""y"":650,""t"":3},{""x"":807,""y"":647,""t"":38},{""x"":816,""y"":666,""t"":84},{""x"":829,""y"":750,""t"":111},{""x"":808,""y"":802,""t"":139},{""x"":802,""y"":878,""t"":179},{""x"":819,""y"":946,""t"":208},{""x"":823,""y"":970,""t"":258},{""x"":826,""y"":987,""t"":276},{""x"":768,""y"":983,""t"":314},{""x"":759,""y"":895,""t"":344},{""x"":757,""y"":810,""t"":387},{""x"":759,""y"":718,""t"":411},{""x"":770,""y"":606,""t"":462},{""x"":770,""y"":513,""t"":479}], [{""x"":772,""y"":439,""t"":3},{""x"":781,""y"":383,""t"":38},{""x"":779,""y"":357,""t"":74},{""x"":766,""y"":351,""t"":106},{""x"":691,""y"":415,""t"":157},{""x"":626,""y"":471,""t"":174},{""x"":583,""y"":522,""t"":220},{""x"":538,""y"":563,""t"":242},{""x"":510,""y"":591,""t"":275},{""x"":486,""y"":607,""t"":314},{""x"":470,""y"":619,""t"":341},{""x"":467,""y"":642,""t"":378},{""x"":550,""y"":648,""t"":428},{""x"":691,""y"":607,""t"":452},{""x"":813,""y"":589,""t"":480}], [{""x"":933,""y"":586,""t"":3},{""x"":1027,""y"":565,""t"":39},{""x"":1091,""y"":573,""t"":71},{""x"":1174,""y"":565,""t"":109},{""x"":1238,""y"":559,""t"":138},{""x"":1115,""y"":609,""t"":174},{""x"":980,""y"":650,""t"":219},{""x"":867,""y"":681,""t"":243},{""x"":764,""y"":683,""t"":288},{""x"":666,""y"":690,""t"":316},{""x"":592,""y"":724,""t"":344},{""x"":551,""y"":720,""t"":386},{""x"":648,""y"":694,""t"":414},{""x"":755,""y"":684,""t"":446}]","[{""x"":250,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":296.18802153517004,""bottom"":465,""left"":203.81197846482993},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":100,""height"":100,""top"":375,""right"":900,""bottom"":475,""left"":800},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,double,1.0
,,,671,8,8.0,"[""rect_1"",""triangle"",""hexagram"",""circle""]",triangle,True,"[{""x"":814,""y"":660,""t"":4},{""x"":809,""y"":636,""t"":41},{""x"":825,""y"":619,""t"":72},{""x"":797,""y"":615,""t"":106},{""x"":783,""y"":630,""t"":155},{""x"":764,""y"":645,""t"":182},{""x"":774,""y"":630,""t"":210},{""x"":774,""y"":639,""t"":241},{""x"":773,""y"":648,""t"":283},{""x"":744,""y"":650,""t"":309},{""x"":725,""y"":648,""t"":356},{""x"":721,""y"":651,""t"":386},{""x"":712,""y"":638,""t"":412},{""x"":714,""y"":622,""t"":459}], [{""x"":693,""y"":699,""t"":-19},{""x"":675,""y"":765,""t"":3},{""x"":645,""y"":748,""t"":38},{""x"":623,""y"":794,""t"":81},{""x"":626,""y"":770,""t"":105},{""x"":608,""y"":821,""t"":149},{""x"":610,""y"":778,""t"":176},{""x"":626,""y"":789,""t"":208},{""x"":621,""y"":757,""t"":253},{""x"":627,""y"":705,""t"":280},{""x"":591,""y"":739,""t"":309},{""x"":581,""y"":711,""t"":353},{""x"":574,""y"":682,""t"":379},{""x"":553,""y"":667,""t"":411},{""x"":551,""y"":647,""t"":452},{""x"":541,""y"":642,""t"":480}], [{""x"":534,""y"":614,""t"":3},{""x"":598,""y"":610,""t"":38},{""x"":748,""y"":587,""t"":78},{""x"":866,""y"":606,""t"":105},{""x"":972,""y"":623,""t"":151},{""x"":1063,""y"":602,""t"":178},{""x"":1139,""y"":607,""t"":208},{""x"":1183,""y"":616,""t"":252},{""x"":1225,""y"":619,""t"":281},{""x"":1229,""y"":574,""t"":310},{""x"":1237,""y"":586,""t"":349},{""x"":1229,""y"":630,""t"":377},{""x"":1220,""y"":621,""t"":420},{""x"":1212,""y"":614,""t"":447},{""x"":1202,""y"":624,""t"":480}], [{""x"":1191,""y"":623,""t"":3},{""x"":1178,""y"":635,""t"":37},{""x"":1171,""y"":623,""t"":79},{""x"":1154,""y"":632,""t"":106},{""x"":1141,""y"":648,""t"":151},{""x"":1126,""y"":643,""t"":178},{""x"":1103,""y"":603,""t"":208},{""x"":1098,""y"":587,""t"":248},{""x"":1099,""y"":597,""t"":275},{""x"":1112,""y"":598,""t"":316},{""x"":1118,""y"":621,""t"":344},{""x"":1114,""y"":650,""t"":379},{""x"":1120,""y"":680,""t"":410},{""x"":1128,""y"":668,""t"":454},{""x"":1133,""y"":686,""t"":482}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,663,6,6.0,"[""diamond"",""star"",""triangle_1"",""rect""]",triangle_1,True,"[{""x"":982,""y"":653,""t"":4},{""x"":936,""y"":648,""t"":43},{""x"":883,""y"":632,""t"":70},{""x"":834,""y"":666,""t"":105},{""x"":774,""y"":710,""t"":144},{""x"":728,""y"":728,""t"":174},{""x"":713,""y"":732,""t"":211},{""x"":732,""y"":691,""t"":242},{""x"":717,""y"":706,""t"":280},{""x"":727,""y"":679,""t"":308},{""x"":719,""y"":672,""t"":344},{""x"":738,""y"":678,""t"":377},{""x"":737,""y"":690,""t"":428},{""x"":719,""y"":706,""t"":446}], [{""x"":687,""y"":690,""t"":-19},{""x"":662,""y"":676,""t"":3},{""x"":642,""y"":663,""t"":37},{""x"":624,""y"":673,""t"":75},{""x"":611,""y"":681,""t"":103},{""x"":624,""y"":669,""t"":139},{""x"":652,""y"":639,""t"":189},{""x"":681,""y"":612,""t"":216},{""x"":692,""y"":584,""t"":241},{""x"":678,""y"":630,""t"":285},{""x"":679,""y"":649,""t"":314},{""x"":696,""y"":643,""t"":344},{""x"":705,""y"":648,""t"":388},{""x"":745,""y"":641,""t"":411},{""x"":780,""y"":664,""t"":461},{""x"":816,""y"":678,""t"":487}], [{""x"":814,""y"":670,""t"":3},{""x"":766,""y"":673,""t"":39},{""x"":723,""y"":710,""t"":72},{""x"":676,""y"":735,""t"":112},{""x"":632,""y"":717,""t"":140},{""x"":605,""y"":746,""t"":184},{""x"":602,""y"":794,""t"":211},{""x"":602,""y"":851,""t"":242},{""x"":589,""y"":925,""t"":282},{""x"":570,""y"":946,""t"":310},{""x"":567,""y"":967,""t"":356},{""x"":573,""y"":933,""t"":383},{""x"":575,""y"":927,""t"":412},{""x"":551,""y"":882,""t"":456},{""x"":526,""y"":818,""t"":484}], [{""x"":515,""y"":759,""t"":3},{""x"":527,""y"":704,""t"":38},{""x"":526,""y"":694,""t"":76},{""x"":521,""y"":697,""t"":105},{""x"":529,""y"":663,""t"":140},{""x"":534,""y"":684,""t"":178},{""x"":533,""y"":682,""t"":209},{""x"":596,""y"":766,""t"":252},{""x"":653,""y"":848,""t"":276},{""x"":691,""y"":890,""t"":309},{""x"":726,""y"":936,""t"":348},{""x"":746,""y"":963,""t"":375},{""x"":748,""y"":870,""t"":412},{""x"":729,""y"":767,""t"":462},{""x"":717,""y"":686,""t"":479}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,743,2,2.0,"[""circle"",""triangle"",""hexagram"",""star_1""]",star_1,True,"[{""x"":733,""y"":691,""t"":5},{""x"":712,""y"":718,""t"":39},{""x"":701,""y"":751,""t"":87},{""x"":688,""y"":783,""t"":114},{""x"":703,""y"":774,""t"":141},{""x"":702,""y"":837,""t"":190},{""x"":697,""y"":867,""t"":208},{""x"":664,""y"":903,""t"":253},{""x"":667,""y"":902,""t"":277},{""x"":672,""y"":903,""t"":310},{""x"":655,""y"":873,""t"":352},{""x"":645,""y"":892,""t"":380},{""x"":628,""y"":893,""t"":412},{""x"":611,""y"":917,""t"":457},{""x"":598,""y"":899,""t"":484}], [{""x"":584,""y"":906,""t"":3},{""x"":597,""y"":901,""t"":38},{""x"":571,""y"":897,""t"":78},{""x"":581,""y"":911,""t"":105},{""x"":597,""y"":897,""t"":149},{""x"":594,""y"":915,""t"":175},{""x"":603,""y"":889,""t"":207},{""x"":614,""y"":891,""t"":251},{""x"":624,""y"":853,""t"":279},{""x"":611,""y"":899,""t"":311},{""x"":617,""y"":868,""t"":348},{""x"":623,""y"":874,""t"":376},{""x"":615,""y"":883,""t"":428},{""x"":626,""y"":909,""t"":453},{""x"":642,""y"":917,""t"":479}], [{""x"":659,""y"":930,""t"":3},{""x"":678,""y"":912,""t"":38},{""x"":708,""y"":902,""t"":80},{""x"":752,""y"":884,""t"":107},{""x"":745,""y"":900,""t"":139},{""x"":820,""y"":844,""t"":177},{""x"":876,""y"":808,""t"":205},{""x"":941,""y"":776,""t"":241},{""x"":977,""y"":780,""t"":291},{""x"":1004,""y"":785,""t"":315},{""x"":1014,""y"":801,""t"":343},{""x"":986,""y"":819,""t"":383},{""x"":964,""y"":913,""t"":412},{""x"":915,""y"":934,""t"":449},{""x"":874,""y"":930,""t"":480}], [{""x"":829,""y"":973,""t"":3},{""x"":751,""y"":999,""t"":39},{""x"":709,""y"":1011,""t"":71},{""x"":688,""y"":966,""t"":122},{""x"":659,""y"":956,""t"":145},{""x"":647,""y"":942,""t"":174},{""x"":609,""y"":951,""t"":215},{""x"":563,""y"":978,""t"":240},{""x"":531,""y"":940,""t"":279},{""x"":493,""y"":892,""t"":308},{""x"":492,""y"":866,""t"":343},{""x"":472,""y"":811,""t"":393},{""x"":466,""y"":796,""t"":421},{""x"":471,""y"":755,""t"":449},{""x"":472,""y"":730,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":92.37604307034013,""height"":80,""top"":385,""right"":896.18802153517,""bottom"":465,""left"":803.81197846483},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
,,,1741,6,4.0,"[""diamond"",""hexagram"",""rect_1"",""circle""]",diamond,False,"[{""x"":731,""y"":709,""t"":4},{""x"":791,""y"":705,""t"":39},{""x"":820,""y"":642,""t"":75},{""x"":838,""y"":578,""t"":105},{""x"":835,""y"":605,""t"":139},{""x"":806,""y"":620,""t"":183},{""x"":801,""y"":637,""t"":211},{""x"":782,""y"":624,""t"":242},{""x"":805,""y"":626,""t"":281},{""x"":812,""y"":604,""t"":307},{""x"":817,""y"":605,""t"":345},{""x"":778,""y"":571,""t"":377},{""x"":755,""y"":538,""t"":427},{""x"":743,""y"":523,""t"":452},{""x"":739,""y"":501,""t"":477}], [{""x"":724,""y"":479,""t"":3},{""x"":704,""y"":449,""t"":38},{""x"":704,""y"":446,""t"":80},{""x"":677,""y"":433,""t"":108},{""x"":695,""y"":445,""t"":140},{""x"":665,""y"":520,""t"":176},{""x"":647,""y"":541,""t"":205},{""x"":643,""y"":617,""t"":259},{""x"":665,""y"":654,""t"":277},{""x"":671,""y"":711,""t"":323},{""x"":691,""y"":814,""t"":350},{""x"":721,""y"":948,""t"":376},{""x"":739,""y"":1014,""t"":417},{""x"":752,""y"":1089,""t"":446},{""x"":782,""y"":1113,""t"":480}], [{""x"":802,""y"":1120,""t"":1},{""x"":827,""y"":1131,""t"":37},{""x"":850,""y"":1145,""t"":88},{""x"":912,""y"":1095,""t"":112},{""x"":917,""y"":1023,""t"":139},{""x"":959,""y"":951,""t"":184},{""x"":995,""y"":900,""t"":211},{""x"":988,""y"":861,""t"":242},{""x"":1010,""y"":816,""t"":278},{""x"":1026,""y"":779,""t"":307},{""x"":1111,""y"":691,""t"":360},{""x"":1180,""y"":619,""t"":378},{""x"":1192,""y"":647,""t"":424},{""x"":1255,""y"":602,""t"":448},{""x"":1166,""y"":645,""t"":480}], [{""x"":1025,""y"":687,""t"":3},{""x"":922,""y"":719,""t"":37},{""x"":847,""y"":759,""t"":81},{""x"":762,""y"":788,""t"":105},{""x"":737,""y"":792,""t"":145},{""x"":862,""y"":764,""t"":174},{""x"":925,""y"":704,""t"":222},{""x"":974,""y"":682,""t"":246},{""x"":994,""y"":693,""t"":275},{""x"":972,""y"":654,""t"":319},{""x"":930,""y"":573,""t"":346},{""x"":886,""y"":521,""t"":378},{""x"":871,""y"":462,""t"":421},{""x"":842,""y"":431,""t"":449},{""x"":814,""y"":407,""t"":480}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":92.37604307034013,""height"":80,""top"":85,""right"":596.18802153517,""bottom"":165,""left"":503.81197846482996},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,1518,2,2.0,"[""star"",""diamond_1"",""circle"",""triangle""]",triangle,True,"[{""x"":1105,""y"":579,""t"":4},{""x"":1012,""y"":574,""t"":39},{""x"":933,""y"":580,""t"":73},{""x"":864,""y"":593,""t"":118},{""x"":810,""y"":575,""t"":145},{""x"":769,""y"":559,""t"":174},{""x"":717,""y"":560,""t"":216},{""x"":675,""y"":569,""t"":241},{""x"":650,""y"":570,""t"":280},{""x"":636,""y"":562,""t"":310},{""x"":618,""y"":599,""t"":354},{""x"":589,""y"":615,""t"":381},{""x"":583,""y"":606,""t"":412},{""x"":612,""y"":635,""t"":453},{""x"":674,""y"":785,""t"":481}], [{""x"":724,""y"":803,""t"":3},{""x"":765,""y"":883,""t"":39},{""x"":783,""y"":949,""t"":72},{""x"":802,""y"":950,""t"":115},{""x"":770,""y"":983,""t"":140},{""x"":782,""y"":967,""t"":184},{""x"":774,""y"":879,""t"":211},{""x"":770,""y"":831,""t"":241},{""x"":753,""y"":753,""t"":291},{""x"":754,""y"":703,""t"":310},{""x"":742,""y"":624,""t"":349},{""x"":737,""y"":536,""t"":378},{""x"":721,""y"":472,""t"":420},{""x"":713,""y"":440,""t"":447},{""x"":717,""y"":395,""t"":480}], [{""x"":743,""y"":372,""t"":3},{""x"":769,""y"":313,""t"":38},{""x"":783,""y"":282,""t"":75},{""x"":794,""y"":261,""t"":104},{""x"":794,""y"":252,""t"":157},{""x"":790,""y"":253,""t"":172},{""x"":818,""y"":244,""t"":211},{""x"":805,""y"":239,""t"":242},{""x"":770,""y"":254,""t"":283},{""x"":744,""y"":252,""t"":308},{""x"":683,""y"":365,""t"":346},{""x"":614,""y"":433,""t"":378},{""x"":558,""y"":493,""t"":428},{""x"":513,""y"":543,""t"":447}], [{""x"":479,""y"":602,""t"":-15},{""x"":456,""y"":662,""t"":3},{""x"":456,""y"":669,""t"":36},{""x"":448,""y"":661,""t"":79},{""x"":507,""y"":667,""t"":106},{""x"":654,""y"":681,""t"":144},{""x"":786,""y"":677,""t"":172},{""x"":880,""y"":657,""t"":208},{""x"":947,""y"":668,""t"":258},{""x"":1035,""y"":660,""t"":282},{""x"":1095,""y"":663,""t"":310},{""x"":1136,""y"":651,""t"":354},{""x"":1093,""y"":621,""t"":381},{""x"":948,""y"":635,""t"":412},{""x"":813,""y"":661,""t"":448},{""x"":717,""y"":638,""t"":479}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,549,4,4.0,"[""star_2"",""diamond"",""triangle"",""rect""]",star_2,True,"[{""x"":722,""y"":587,""t"":4},{""x"":734,""y"":541,""t"":47},{""x"":737,""y"":500,""t"":77},{""x"":734,""y"":481,""t"":106},{""x"":737,""y"":464,""t"":156},{""x"":726,""y"":444,""t"":174},{""x"":723,""y"":453,""t"":219},{""x"":702,""y"":462,""t"":244},{""x"":676,""y"":447,""t"":276},{""x"":643,""y"":478,""t"":319},{""x"":676,""y"":497,""t"":346},{""x"":682,""y"":486,""t"":375},{""x"":795,""y"":467,""t"":427},{""x"":869,""y"":508,""t"":451},{""x"":978,""y"":512,""t"":481}], [{""x"":1038,""y"":534,""t"":3},{""x"":1107,""y"":519,""t"":38},{""x"":1118,""y"":517,""t"":82},{""x"":1149,""y"":506,""t"":108},{""x"":1151,""y"":537,""t"":140},{""x"":1088,""y"":609,""t"":184},{""x"":1041,""y"":720,""t"":212},{""x"":986,""y"":803,""t"":242},{""x"":945,""y"":920,""t"":286},{""x"":906,""y"":968,""t"":310},{""x"":873,""y"":1016,""t"":350},{""x"":833,""y"":1010,""t"":378},{""x"":837,""y"":1019,""t"":423},{""x"":793,""y"":921,""t"":449},{""x"":764,""y"":790,""t"":480}], [{""x"":732,""y"":663,""t"":3},{""x"":728,""y"":580,""t"":38},{""x"":715,""y"":528,""t"":79},{""x"":720,""y"":476,""t"":106},{""x"":738,""y"":405,""t"":149},{""x"":746,""y"":350,""t"":175},{""x"":768,""y"":286,""t"":207},{""x"":749,""y"":263,""t"":250},{""x"":771,""y"":237,""t"":278},{""x"":804,""y"":214,""t"":310},{""x"":808,""y"":216,""t"":352},{""x"":727,""y"":307,""t"":378},{""x"":667,""y"":344,""t"":417},{""x"":617,""y"":377,""t"":444},{""x"":581,""y"":429,""t"":480}], [{""x"":519,""y"":511,""t"":3},{""x"":486,""y"":535,""t"":39},{""x"":469,""y"":566,""t"":72},{""x"":456,""y"":556,""t"":115},{""x"":430,""y"":554,""t"":139},{""x"":434,""y"":571,""t"":178},{""x"":450,""y"":553,""t"":207},{""x"":446,""y"":548,""t"":242},{""x"":441,""y"":570,""t"":293},{""x"":458,""y"":556,""t"":310},{""x"":463,""y"":531,""t"":357},{""x"":478,""y"":548,""t"":383},{""x"":492,""y"":563,""t"":410},{""x"":502,""y"":600,""t"":451},{""x"":509,""y"":631,""t"":477}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,double,1.0
pxh,24,女,,,,,,,,,,,,,,
,,,1093,8,8.0,"[""star"",""triangle"",""circle"",""diamond_2""]",triangle,True,"[{""x"":934,""y"":833,""t"":3},{""x"":961,""y"":1069,""t"":37},{""x"":1018,""y"":1230,""t"":75},{""x"":1077,""y"":1355,""t"":106},{""x"":1114,""y"":1467,""t"":155},{""x"":1104,""y"":1575,""t"":178},{""x"":1126,""y"":1603,""t"":208},{""x"":1110,""y"":1633,""t"":248},{""x"":1062,""y"":1637,""t"":276},{""x"":1014,""y"":1572,""t"":311},{""x"":976,""y"":1463,""t"":358},{""x"":986,""y"":1255,""t"":385},{""x"":991,""y"":1037,""t"":412},{""x"":975,""y"":806,""t"":453},{""x"":960,""y"":594,""t"":480}], [{""x"":942,""y"":462,""t"":3},{""x"":951,""y"":413,""t"":38},{""x"":937,""y"":383,""t"":85},{""x"":921,""y"":350,""t"":109},{""x"":925,""y"":351,""t"":139},{""x"":898,""y"":278,""t"":180},{""x"":841,""y"":198,""t"":208},{""x"":788,""y"":157,""t"":242},{""x"":721,""y"":105,""t"":290},{""x"":721,""y"":97,""t"":318},{""x"":741,""y"":158,""t"":349},{""x"":779,""y"":260,""t"":378},{""x"":813,""y"":332,""t"":416},{""x"":842,""y"":418,""t"":446},{""x"":864,""y"":480,""t"":480}], [{""x"":893,""y"":551,""t"":3},{""x"":891,""y"":552,""t"":38},{""x"":874,""y"":572,""t"":75},{""x"":858,""y"":587,""t"":104},{""x"":866,""y"":573,""t"":147},{""x"":881,""y"":578,""t"":176},{""x"":880,""y"":606,""t"":208},{""x"":882,""y"":641,""t"":242},{""x"":900,""y"":642,""t"":283},{""x"":928,""y"":621,""t"":307},{""x"":916,""y"":540,""t"":347},{""x"":884,""y"":476,""t"":375},{""x"":905,""y"":426,""t"":411},{""x"":916,""y"":336,""t"":447}], [{""x"":926,""y"":256,""t"":-15},{""x"":933,""y"":192,""t"":1},{""x"":934,""y"":192,""t"":38},{""x"":932,""y"":169,""t"":81},{""x"":945,""y"":159,""t"":106},{""x"":951,""y"":123,""t"":145},{""x"":959,""y"":86,""t"":174},{""x"":943,""y"":126,""t"":208},{""x"":938,""y"":407,""t"":241},{""x"":901,""y"":582,""t"":286},{""x"":884,""y"":716,""t"":310},{""x"":883,""y"":777,""t"":347},{""x"":883,""y"":821,""t"":376},{""x"":912,""y"":834,""t"":418},{""x"":936,""y"":837,""t"":444},{""x"":926,""y"":826,""t"":481}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":124,""height"":124,""top"":63,""right"":612,""bottom"":187,""left"":488},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":100,""height"":100,""top"":675,""right"":600,""bottom"":775,""left"":500}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,,0.0
,,,1298,6,6.0,"[""diamond"",""star"",""rect_1"",""triangle""]",rect_1,True,"[{""x"":812,""y"":206,""t"":4},{""x"":823,""y"":309,""t"":38},{""x"":874,""y"":379,""t"":76},{""x"":904,""y"":423,""t"":107},{""x"":939,""y"":439,""t"":146},{""x"":967,""y"":452,""t"":171},{""x"":957,""y"":458,""t"":216},{""x"":983,""y"":429,""t"":243},{""x"":1004,""y"":412,""t"":276},{""x"":968,""y"":420,""t"":311},{""x"":954,""y"":455,""t"":354},{""x"":942,""y"":485,""t"":375},{""x"":960,""y"":454,""t"":418},{""x"":975,""y"":427,""t"":444},{""x"":1001,""y"":421,""t"":482}], [{""x"":1024,""y"":416,""t"":1},{""x"":938,""y"":436,""t"":38},{""x"":879,""y"":463,""t"":87},{""x"":828,""y"":486,""t"":109},{""x"":772,""y"":506,""t"":141},{""x"":695,""y"":498,""t"":181},{""x"":640,""y"":522,""t"":208},{""x"":613,""y"":534,""t"":243},{""x"":626,""y"":518,""t"":278},{""x"":640,""y"":502,""t"":307},{""x"":723,""y"":532,""t"":351},{""x"":856,""y"":544,""t"":378},{""x"":934,""y"":579,""t"":413},{""x"":983,""y"":550,""t"":446},{""x"":1022,""y"":489,""t"":486}], [{""x"":1035,""y"":513,""t"":1},{""x"":1072,""y"":450,""t"":37},{""x"":1075,""y"":493,""t"":72},{""x"":1108,""y"":542,""t"":119},{""x"":1152,""y"":550,""t"":147},{""x"":1173,""y"":532,""t"":174},{""x"":1186,""y"":557,""t"":212},{""x"":1187,""y"":554,""t"":241},{""x"":1170,""y"":559,""t"":290},{""x"":1073,""y"":584,""t"":315},{""x"":1012,""y"":523,""t"":345},{""x"":924,""y"":444,""t"":384},{""x"":855,""y"":400,""t"":411},{""x"":778,""y"":345,""t"":446}], [{""x"":776,""y"":388,""t"":-14},{""x"":729,""y"":428,""t"":3},{""x"":735,""y"":456,""t"":47},{""x"":720,""y"":508,""t"":72},{""x"":745,""y"":768,""t"":111},{""x"":756,""y"":956,""t"":139},{""x"":777,""y"":1084,""t"":185},{""x"":797,""y"":1185,""t"":206},{""x"":809,""y"":1236,""t"":252},{""x"":845,""y"":1251,""t"":275},{""x"":876,""y"":1182,""t"":313},{""x"":924,""y"":1082,""t"":344},{""x"":960,""y"":1013,""t"":391},{""x"":1002,""y"":998,""t"":418},{""x"":1033,""y"":952,""t"":445},{""x"":1055,""y"":891,""t"":485}]","[{""x"":250,""y"":425,""width"":100,""height"":100,""top"":375,""right"":300,""bottom"":475,""left"":200},{""x"":550,""y"":125,""width"":100,""height"":100,""top"":75,""right"":600,""bottom"":175,""left"":500},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":124,""height"":124,""top"":663,""right"":612,""bottom"":787,""left"":488}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,,single,1.0
